OBJECTID,ERC_ID,OBJECTID_1,ERC_ID_1,INCIDENT_TYPE,INCIDENT_STATUS,COMMS_COMMENT,ROAD_CLOSURE_TYPE,DECLARED_ROAD_NUMBER,DECLARED_ROAD_NAME,DECLARED_ROAD_DIRECTION,CLOSED_ROAD_NAME,CLOSED_ROAD_SRNS,CLOSED_ROAD_RMA_CLASS,CLOSED_ROAD_LGA,CLOSED_ROAD_VR_REGION,CLOSED_ROAD_SES_REGION,CLOSED_ROAD_TRAM,CLOSED_ROAD_BUS,INCIDENT_DISTANCE,INCIDENT_DIRECTION,INCIDENT_INT_ROAD_NAME,INCIDENT_LOCALITY,INCIDENT_MELWAY,INCIDENT_VCSD,START_INT_ROAD_NAME,START_INT_LOCALITY,END_INT_ROAD_NAME,END_INT_LOCALITY,DT_CREATED,DT_UPDATED,DT_PUBLISH_UNTIL,DT_LAST_LN_UPDATE,POINT_TYPE
1542,ERC011724,7015,ERC011724,Debris,inactive,All lanes are now clear due to earlier debris.,Traffic Alert,2900,WESTERN RING ROAD,reverse,WESTERN RING ROAD,M80,FW,"HUME, BRIMBANK, MORELAND",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"479, 476, 477, 483, 465, 478, 902",0,NorthEast,,KEILOR EAST,15E7,78G5,WESTERN RING IN-CALDER OUT RAMP,KEILOR EAST,TULLAMARINE IN-WESTERN RING IN RAMP,GOWANBRAE,04/07/2013 12:39:13,04/07/2013 14:09:04,04/07/2013 14:39:02,04/07/2013 14:09:03,MIDPOINT
1544,ERC012020,7063,ERC012020,Debris,inactive,All lanes are now clear due to debris.,Traffic Alert,2900,WESTERN RING ROAD,forward,WESTERN RING ROAD,M80,FW,"HUME, MORELAND",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"530, 531, 542",0,SouthWest,,TULLAMARINE,16A2,78H5,TULLAMARINE FREEWAY,TULLAMARINE,SYDNEY ROAD,FAWKNER,10/07/2013 12:44:57,10/07/2013 13:37:41,10/07/2013 14:07:35,10/07/2013 13:37:37,MIDPOINT
1545,ERC011363,7022,ERC011363,Flood,inactive,,Road Closed,,,forward,FRAWLEY ROAD,,MU,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,0,South,,CLYDEBANK,,99E2,MARLAY POINT ROAD,CLYDEBANK,MURPHYS ROAD,COBAINS,24/06/2013 16:00:13,28/06/2013 16:10:26,28/06/2013 16:25:23,28/06/2013 16:10:26,MIDPOINT
1546,ERC011425,8408,ERC011425,Vehicle Collision,inactive,All lanes are now clear due to a earlier collision.,Traffic Alert,5042,MELTON-WERRIBEE ROAD,forward,DERRIMUT ROAD,C702,AO,WYNDHAM,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,0,South,,TARNEIT,202F2,78D7,DOHERTYS ROAD,TARNEIT,LEAKES ROAD,TARNEIT,26/06/2013 07:03:07,26/06/2013 07:59:30,26/06/2013 08:14:04,26/06/2013 07:59:25,MIDPOINT
1547,ERC011577,7024,ERC011577,Vehicle Breakdown,inactive,All lanes are now clear on the outbound exit ramp to Matthews Avenue due to an earlier vehicle breakdown.,Traffic Alert,2810,TULLAMARINE FREEWAY,forward,TULLAMARINE FREEWAY,,FW,MOONEE VALLEY,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,0,South,ENGLISH STREET,AIRPORT WEST,16A9,78G5,HAMMOND AVENUE,AIRPORT WEST,HAMMOND AVENUE,AIRPORT WEST,01/07/2013 14:33:38,01/07/2013 15:06:39,01/07/2013 15:36:10,01/07/2013 15:06:38,INCIDENT
1548,ERC011595,7838,ERC011595,Emergency Works,inactive,All lanes are now clear southbound due to emergency power works.,Traffic Alert,2660,NEPEAN HIGHWAY,forward,NEPEAN HIGHWAY,,AH,BAYSIDE,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,NorthWest,,BRIGHTON EAST,67H10,79B8,UNION STREET,BRIGHTON EAST,CENTRE ROAD,BRIGHTON EAST,02/07/2013 08:30:26,02/07/2013 15:45:43,02/07/2013 16:14:17,02/07/2013 15:45:42,MIDPOINT
1550,ERC011818,7504,ERC011818,Vehicle Collision,inactive,Lanes closed in both directions with traffic controllers on-site. ,Traffic Alert,5515,EPPING-KILMORE ROAD,forward,EPPING ROAD,C729,AO,WHITTLESEA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,0,South,,WOODSTOCK,389C2,79B2,DONNYBROOK ROAD,WOODSTOCK,SUMMERHILL ROAD,WOLLERT,05/07/2013 23:56:17,06/07/2013 18:41:59,06/07/2013 18:56:57,06/07/2013 18:41:59,MIDPOINT
1551,ERC011884,8079,ERC011884,Emergency Works,inactive,Traffic lights are now restored at the intersection.,Traffic Alert,2520,WESTERN HIGHWAY,forward,WESTERN HIGHWAY,,AH,MELTON,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,0,SouthEast,,BURNSIDE,358J5,78D6,CHISHOLM DRIVE,RAVENHALL,PANAMAX ROAD,RAVENHALL,08/07/2013 11:32:50,08/07/2013 12:06:21,08/07/2013 12:36:17,08/07/2013 12:06:20,MIDPOINT
1552,ERC011990,8409,ERC011990,Vehicle Breakdown,inactive,All lanes are now clear due to an earlier vehicle breakdown. ,Traffic Alert,2880,METROPOLITAN RING ROAD,forward,METROPOLITAN RING ROAD,M80,FW,WHITTLESEA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"555, 556",73,East,,THOMASTOWN,8H9,78H4,METROPOLITAN RING IN-HUME RAMP,THOMASTOWN,DALTON ROAD,THOMASTOWN,10/07/2013 07:56:41,10/07/2013 08:24:14,10/07/2013 08:53:58,10/07/2013 08:24:10,MIDPOINT
1553,ERC012061,7944,ERC012061,Debris,inactive,All lanes are now clear Inbound between Craigeburn Road and Cooper Street due to debris.,Traffic Alert,2550,HUME FREEWAY,forward,HUME FREEWAY,M31,FW,WHITTLESEA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,901,0,SouthEast,,WOLLERT,181D10,78H4,CRAIGIEBURN ROAD,WOLLERT,COOPER STREET,EPPING,11/07/2013 10:05:58,11/07/2013 12:02:52,11/07/2013 12:32:08,11/07/2013 12:02:52,MIDPOINT
1554,ERC012069,7352,ERC012069,Debris,inactive,All lanes are now clear inbound between Warrigal Road and High Street due to debris.,Traffic Alert,2000,MONASH FREEWAY,reverse,MONASH FREEWAY,M1,FW,"STONNINGTON, MONASH",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"624, 734, 903, 767, 612, 623",0,South,,GLEN IRIS,69F3,79C7,HIGH STREET,GLEN IRIS,WARRIGAL ROAD,CHADSTONE,11/07/2013 11:30:16,11/07/2013 11:57:55,11/07/2013 12:27:17,11/07/2013 11:57:54,MIDPOINT
1556,ERC012393,7440,ERC012393,Emergency Works,inactive,Southbound left lane closed between Monash Grove and Hawthorn Road intersections due to burst water main.,Traffic Alert,5307,BLACKBURN ROAD,forward,BLACKBURN ROAD,,AO,WHITEHORSE,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"735, 736, 703",0,South,,BLACKBURN SOUTH,62A5,79D7,MONASH GROVE,BLACKBURN SOUTH,HAWTHORN ROAD,BLACKBURN SOUTH,20/07/2013 01:56:41,20/07/2013 10:22:05,20/07/2013 10:22:01,20/07/2013 10:22:05,MIDPOINT
1557,ERC012403,7387,ERC012403,Vehicle Collision,inactive,Police have closed Plenty Road between Arthurs Creek Rd and Hazel Glen Dr Mernda due to a collision.The road is expected to open by 6 pm. ,Road Closed,5814,MAIN WHITTLESEA ROAD,forward,PLENTY ROAD,C727,AO,WHITTLESEA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"572, 562",0,South,,MERNDA,390J2,79C3,MASONS ROAD,MERNDA,ARTHURS CREEK ROAD,YAN YEAN,20/07/2013 17:07:49,20/07/2013 17:48:24,20/07/2013 18:48:20,20/07/2013 17:48:22,MIDPOINT
1558,ERC012408,7441,ERC012408,Police Incident,inactive,Sprinvale Rd is closed to all traffic between Burwood Hwy and Canterbury Rd due to a Police Incident ,Road Closed,2400,STATE (BELL/SPRINGVALE) HIGHWAY,forward,SPRINGVALE ROAD,,AH,WHITEHORSE,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"902, 735, 765, 732",0,North,,FOREST HILL,62E5,79D7,CANTERBURY ROAD,FOREST HILL,SPRINGVALE ROAD,FOREST HILL,21/07/2013 10:00:59,21/07/2013 16:11:29,21/07/2013 18:11:27,21/07/2013 16:11:28,MIDPOINT
1560,ERC012426,7469,ERC012426,Emergency Works,inactive,All lanes are now clear due to earlier emergency works.,Traffic Alert,5768,BERWICK-CRANBOURNE ROAD,forward,BERWICK-CRANBOURNE ROAD,C407,AO,CASEY,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,North,,CLYDE NORTH,131A7,95G3,THOMPSONS ROAD,CLYDE NORTH,GRICES ROAD,BERWICK,22/07/2013 09:00:04,22/07/2013 16:06:45,22/07/2013 16:21:43,22/07/2013 16:06:44,MIDPOINT
1561,ERC012434,8252,ERC012434,Vehicle Collision,inactive,Donnybrook Road between Mickleham Road and Hume Freeway closed in both directions due to a vehicle collision.Emergency services are on site.Drivers are advised to allow extra time travelling through the area.,Road Closed,5055,DONNYBROOK ROAD,forward,DONNYBROOK ROAD,C723,AO,HUME,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,0,West,,MICKLEHAM,366J5,78H2,MICKLEHAM ROAD,MICKLEHAM,DONNYBROOK-HUME OUT RAMP ON,MICKLEHAM,22/07/2013 11:25:44,22/07/2013 11:33:06,22/07/2013 12:28:58,22/07/2013 11:33:06,MIDPOINT
1562,ERC012610,7509,ERC012610,Emergency Works,inactive,All lanes are now clear northbound between Thompsons Road and Grices Road.,Traffic Alert,5768,BERWICK-CRANBOURNE ROAD,forward,BERWICK-CRANBOURNE ROAD,C407,AO,CASEY,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,North,,CLYDE NORTH,131A7,95G3,THOMPSONS ROAD,CLYDE NORTH,GRICES ROAD,BERWICK,26/07/2013 08:50:44,26/07/2013 16:44:29,26/07/2013 16:57:55,26/07/2013 16:44:29,MIDPOINT
1563,ERC012634,7767,ERC012634,Vehicle Breakdown,inactive,All lanes are now clear outbound between Dalton Road and Plenty Road.,Traffic Alert,2880,METROPOLITAN RING ROAD,forward,METROPOLITAN RING ROAD,M80,FW,WHITTLESEA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"563, 566, 556, 562",0,West,,THOMASTOWN,9E9,79B4,DALTON ROAD,THOMASTOWN,PLENTY ROAD,BUNDOORA,26/07/2013 17:11:06,26/07/2013 17:52:49,26/07/2013 18:21:09,26/07/2013 17:52:49,MIDPOINT
1564,ERC012660,7896,ERC012660,Emergency Works,inactive,All lanes are now clear northbound between Thompsons Road and Grices Road.,Traffic Alert,5768,BERWICK-CRANBOURNE ROAD,forward,BERWICK-CRANBOURNE ROAD,C407,AO,CASEY,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,North,,CLYDE NORTH,131A7,95G3,THOMPSONS ROAD,CLYDE NORTH,GRICES ROAD,BERWICK,29/07/2013 09:12:42,29/07/2013 16:40:00,29/07/2013 16:54:22,29/07/2013 16:40:00,MIDPOINT
1565,ERC011596,7795,ERC011596,Debris,inactive,All lanes are now clear outbound at Pascoevale Road exit due to debris.,Traffic Alert,2900,WESTERN RING ROAD,forward,WESTERN RING ROAD,M80,FW,"HUME, MORELAND",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,542,0,SouthWest,,TULLAMARINE,16A2,78H5,TULLAMARINE FREEWAY,TULLAMARINE,SYDNEY ROAD,FAWKNER,02/07/2013 08:37:21,02/07/2013 08:55:48,02/07/2013 09:25:17,02/07/2013 08:55:47,MIDPOINT
1566,ERC011740,7394,ERC011740,Vehicle Breakdown,inactive,All lanes are now clear due to an earlier vehicle breakdown.,Traffic Alert,2000,MONASH FREEWAY,forward,MONASH FREEWAY,M1,FW,CASEY,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"843, 845, 849, 861",0,North,,ENDEAVOUR HILLS,91B7,79E9,HEATHERTON ROAD,ENDEAVOUR HILLS,MONASH OUT-SOUTH GIPPSLAND OUT RAMP OF,ENDEAVOUR HILLS,04/07/2013 16:44:28,04/07/2013 17:03:45,04/07/2013 17:33:36,04/07/2013 17:03:44,MIDPOINT
1567,ERC011776,7437,ERC011776,Debris,inactive,All lanes are now clear due to earlier debris.,Traffic Alert,2900,WESTERN RING ROAD,forward,WESTERN RING ROAD,M80,FW,"HUME, MORELAND",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,542,0,SouthWest,,TULLAMARINE,16A2,78H5,TULLAMARINE FREEWAY,TULLAMARINE,SYDNEY ROAD,FAWKNER,05/07/2013 12:26:29,05/07/2013 12:33:52,05/07/2013 13:03:51,05/07/2013 12:33:52,MIDPOINT
1568,ERC011841,7438,ERC011841,Emergency Incident,inactive,Glenferrie Rd closed between High St and Wattletree Rd due to a house fire. Police on site directing traffic around scene. Vic Roads advises drivers to avoid the area.,Traffic Alert,5310,GLENFERRIE ROAD,forward,GLENFERRIE ROAD,,AO,STONNINGTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),"16, 5, 6",,0,South,,MALVERN,59B8,79B7,HIGH STREET,MALVERN,WATTLETREE ROAD,MALVERN,07/07/2013 17:21:02,07/07/2013 17:56:50,07/07/2013 17:56:45,07/07/2013 17:56:48,MIDPOINT
1570,ERC012113,8399,ERC012113,Debris,inactive,All lanes are now clear outbound on the exit ramp to Bulleen Road.,Traffic Alert,2830,EASTERN FREEWAY,forward,EASTERN FREEWAY,M3,FW,BOROONDARA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"302, 309, 313, 315, 905, 303, 305, 318, 200, 203, 205, 548, 340, 350, 684, 609, 908, 906, 907",0,West,,KEW,45D1,79B6,CHANDLER HIGHWAY,KEW,BULLEEN ROAD,BALWYN NORTH,12/07/2013 15:30:20,12/07/2013 16:09:44,12/07/2013 16:39:13,12/07/2013 16:09:44,MIDPOINT
1572,ERC012157,8668,ERC012157,Emergency Works,inactive,All lanes are now clear southbound between Boronia road and Pine Crescent.,Traffic Alert,5784,DORSET ROAD,forward,DORSET ROAD,,AO,KNOX,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"755, 753",0,South,,BORONIA,64K9,79F7,BORONIA ROAD,BORONIA,PINE CRESCENT,BORONIA,15/07/2013 10:54:33,15/07/2013 16:19:08,15/07/2013 16:33:09,15/07/2013 16:19:07,MIDPOINT
1573,ERC012235,7678,ERC012235,Emergency Works,inactive,All lanes are now clear due to earlier emergency water works.,Traffic Alert,5803,DONCASTER-MORDIALLOC ROAD,forward,CLAYTON ROAD,,AO,KINGSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"821, 824",0,North,,CLAYTON SOUTH,79B6,79C8,MERLYN AVENUE,CLAYTON SOUTH,KITSON ROAD,CLAYTON SOUTH,17/07/2013 10:19:07,17/07/2013 14:01:15,17/07/2013 14:15:23,17/07/2013 14:01:01,MIDPOINT
1574,ERC012245,7521,ERC012245,Emergency Works,inactive,All lanes are now clear westbound between Mitchell Parade and Hackett Street.,Traffic Alert,2400,STATE (BELL/SPRINGVALE) HIGHWAY,forward,BELL STREET,,AH,MORELAND,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,903,0,West,,PASCOE VALE SOUTH,17A11,78G5,MITCHELL PARADE,PASCOE VALE SOUTH,CITYLINK IN-BELL RAMP OF,PASCOE VALE SOUTH,17/07/2013 11:30:32,17/07/2013 13:07:31,17/07/2013 13:34:26,17/07/2013 13:07:30,MIDPOINT
1575,ERC012436,8422,ERC012436,Vehicle Collision,inactive,Donnybrook Road between Mickleham Road and Hume Freeway closed in both directions due to a vehicle collision.Emergency services are on site.Drivers are advised to allow extra time travelling through the area.,Road Closed,5055,DONNYBROOK ROAD,forward,DONNYBROOK ROAD,C723,AO,HUME,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,0,West,,MICKLEHAM,366J5,78H2,MICKLEHAM ROAD,MICKLEHAM,HUME FREEWAY,MICKLEHAM,22/07/2013 11:37:13,23/07/2013 01:40:36,23/07/2013 02:40:35,23/07/2013 01:40:37,MIDPOINT
1576,ERC012445,7249,ERC012445,Vehicle Collision,inactive,Road closed at Widford Street in both directions due to a vehicle collision.Emergency services are on site.,Road Closed,,,forward,WIDFORD STREET,,MU,HUME,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,538,0,North,,BROADMEADOWS,6J11,78G5,GRAHAM STREET,BROADMEADOWS,JACANA AVENUE,BROADMEADOWS,22/07/2013 16:58:17,23/07/2013 01:40:43,23/07/2013 01:55:42,23/07/2013 01:40:44,MIDPOINT
1577,ERC012603,6936,ERC012603,Vehicle Collision,inactive,All lanes are now clear on Ripplebrook Drive between Dimboola Road and Bathurst Street.,Traffic Alert,,,forward,RIPPLEBROOK DRIVE,,MU,HUME,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,477,0,NorthEast,,BROADMEADOWS,6F7,78G4,DIMBOOLA ROAD,BROADMEADOWS,BATHURST STREET,BROADMEADOWS,26/07/2013 07:24:17,26/07/2013 17:18:17,26/07/2013 17:32:26,26/07/2013 17:18:17,MIDPOINT
1578,ERC012670,8453,ERC012670,Debris,inactive,All lanes are now clear inbound between Warrigal Road and High Street.,Traffic Alert,2000,MONASH FREEWAY,reverse,MONASH FREEWAY,M1,FW,"STONNINGTON, MONASH",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"624, 734, 903, 767, 612, 623",0,SouthEast,,CHADSTONE,69F3,79C7,WARRIGAL ROAD,CHADSTONE,HIGH STREET,GLEN IRIS,29/07/2013 11:41:17,29/07/2013 12:01:59,29/07/2013 12:31:24,29/07/2013 12:01:59,MIDPOINT
1579,ERC012694,7665,ERC012694,Emergency Works,inactive,All lanes are now clear eastbound between Beaumaris Parade and Avoca Street.,Traffic Alert,5311,BAY ROAD,forward,BAY ROAD,,AO,BAYSIDE,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,822,0,West,,CHELTENHAM,77C11,79B9,BEAUMARIS PARADE,CHELTENHAM,AVOCA STREET,CHELTENHAM,30/07/2013 09:39:34,30/07/2013 12:45:45,30/07/2013 12:59:58,30/07/2013 12:45:45,MIDPOINT
1580,ERC012717,7826,ERC012717,Emergency Works,inactive,All lanes are now clear southbound between Sparks Street and Bodely Street.,Traffic Alert,5840,BEACH ROAD,forward,BEACH ROAD,,AO,BAYSIDE,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,923,0,SouthWest,,BEAUMARIS,86F8,79B9,SPARKS STREET,BEAUMARIS,BODLEY STREET,BEAUMARIS,30/07/2013 14:02:53,30/07/2013 15:08:46,30/07/2013 15:22:38,30/07/2013 15:08:46,MIDPOINT
1581,ERC012719,7806,ERC012719,Debris,inactive,All lanes are now clear outbound near Jacana Tunnel.,Traffic Alert,2900,WESTERN RING ROAD,forward,WESTERN RING ROAD,M80,FW,"HUME, MORELAND",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"530, 531, 542",0,SouthWest,,TULLAMARINE,16A2,78H5,TULLAMARINE OUT-WESTERN RING OUT RAMP,TULLAMARINE,SYDNEY ROAD,FAWKNER,30/07/2013 14:42:28,30/07/2013 15:06:17,30/07/2013 15:35:03,30/07/2013 15:06:17,MIDPOINT
1582,ERC012750,8327,ERC012750,Emergency Works,inactive,All lanes are now clear westbound between Boundary Road and Sibthorpe Street.,Traffic Alert,2050,STATE (LOWER DANDENONG/CHELTENHAM) HIGHWAY,forward,LOWER DANDENONG ROAD,,AH,KINGSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"705, 811, 812",0,West,,BRAESIDE,87J7,79C9,BOUNDARY ROAD,BRAESIDE,SIBTHORPE STREET,MORDIALLOC,31/07/2013 09:41:01,31/07/2013 15:26:52,31/07/2013 15:56:20,31/07/2013 15:26:51,MIDPOINT
1583,ERC013138,7595,ERC013138,Vehicle Collision,inactive,All lanes are now clear inbound near Essendon Fields.,Traffic Alert,2810,TULLAMARINE FREEWAY,reverse,TULLAMARINE FREEWAY,,FW,MOONEE VALLEY,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,903,0,NorthWest,,AIRPORT WEST,16D11,78G5,CALDER IN-BULLA RAMP OF,AIRPORT WEST,BULLA ROAD,ESSENDON NORTH,13/08/2013 09:49:31,13/08/2013 10:25:56,13/08/2013 10:55:54,13/08/2013 10:25:56,MIDPOINT
1584,ERC013125,8584,ERC013125,Emergency Works,inactive,All lanes are now clear at The Crescent (Sassafras Creek Road) between Perrins Creek Road and Colehurst Road.,Traffic Alert,,,forward,THE CRESCENT,,MU,YARRA RANGES,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,,,KALLISTA,66H12,79G7,PERRINS CREEK ROAD,KALLISTA,NOBLES LANE,SHERBROOKE,12/08/2013 20:35:35,13/08/2013 16:05:13,13/08/2013 16:18:49,13/08/2013 16:05:13,MIDPOINT
1585,ERC013230,8654,ERC013230,Flood,inactive,Malings Road is CLOSED between Oakpark Road and Thorns Road due to flooding.,Road Closed,,,forward,MALINGS ROAD,,MU,GLENELG,SOUTH WESTERN,BARWON (SOUTH WEST),,,0,West,,PORTLAND WEST,,88B7,OAKPARK ROAD,PORTLAND WEST,THORNS ROAD,PORTLAND WEST,14/08/2013 18:06:20,07/01/2014 09:31:30,07/01/2014 09:46:28,07/01/2014 09:31:29,MIDPOINT
1586,ERC013232,8655,ERC013232,Weather,inactive,Drivers are advised to travel with care on Trangmar Street between Oakpark Road  and Madeira-Packet Road due to weather conditions.,Traffic Alert,,,forward,TRANGMAR STREET,,MU,GLENELG,SOUTH WESTERN,BARWON (SOUTH WEST),,,0,West,,PORTLAND WEST,,88B7,OAKPARK ROAD,PORTLAND WEST,MADEIRA PACKET ROAD,PORTLAND,14/08/2013 18:22:39,15/08/2013 17:57:24,15/08/2013 17:57:22,15/08/2013 17:57:24,WHOLE
1587,ERC013286,8279,ERC013286,Debris,inactive,Howitt Street CLOSED due to damaged powerlines.Police advise to avoid the area and to seek alternative routes.,Road Closed,5327,BALLARAT-MARYBOROUGH ROAD,forward,HOWITT STREET,C287,AO,BALLARAT,WESTERN,GRAMPIANS (MID WEST),,,0,East,,WENDOUREE,,76F2,BURNBANK STREET,WENDOUREE,HOWITT STREET,SOLDIERS HILL,16/08/2013 15:20:04,16/08/2013 17:00:38,16/08/2013 18:00:14,16/08/2013 17:00:36,MIDPOINT
1588,ERC013329,8378,ERC013329,Emergency Works,inactive,Traffic lights are now restored at the intersection.,Traffic Alert,5502,MAIN ROAD,forward,MAIN ROAD W,,AO,BRIMBANK,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"422, 424, 425",0,East,,ST ALBANS,25K1,78E5,MCKECHNIE STREET,ST ALBANS,ST ALBANS ROAD,ST ALBANS,19/08/2013 16:47:27,19/08/2013 17:35:45,19/08/2013 17:50:44,19/08/2013 17:35:46,MIDPOINT
1589,ERC013330,8379,ERC013330,Vehicle Collision,inactive,Boundary Road is CLOSED between Bellarine Highway and McKillop Street due to a vehicle collision at Watsons Road. Emergency services are at the scene.Alternate route is Wilsons road for local traffic. More information to follow.,Road Closed,5896,BELMONT-NEWCOMB ROAD,forward,BOUNDARY ROAD,C124,AO,GEELONG,SOUTH WESTERN,GRAMPIANS (MID WEST),,,0,South,,EAST GEELONG,452H8,93H4,MCKILLOP STREET,EAST GEELONG,ORMOND ROAD,EAST GEELONG,19/08/2013 16:51:33,20/08/2013 04:25:26,20/08/2013 05:25:27,19/08/2013 17:01:59,MIDPOINT
1590,ERC013337,7647,ERC013337,Emergency Works,inactive,Due to ongoing roadworks Mt Derrimut rd is closed between Tilburn rd and Foleys rd.   Detour is Boundary rd ,Traffic Alert,5875,KEILOR-LAVERTON ROAD,forward,MT DERRIMUT ROAD,,AO,BRIMBANK,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"400, 451",0,South,,DEER PARK,25E12,78E6,TILBURN ROAD,DEER PARK,FOLEYS ROAD,DEER PARK,19/08/2013 20:30:45,20/08/2013 04:25:01,20/08/2013 04:40:02,19/08/2013 20:37:43,MIDPOINT
1591,ERC013609,8405,ERC013609,Emergency Works,inactive,All lanes are now clear city bound between Queens Parade and Alexandra Parade.,Traffic Alert,5091,GEORGE STREET,forward,GEORGE STREET,,AO,YARRA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,546,0,North,,FITZROY NORTH,44B2,78H6,QUEENS PARADE,FITZROY NORTH,ALEXANDRA PARADE,FITZROY NORTH,27/08/2013 10:05:59,27/08/2013 17:18:11,27/08/2013 17:32:24,27/08/2013 17:18:10,MIDPOINT
1592,ERC013617,7323,ERC013617,Emergency Works,inactive,Left-hand lane closed eastbound between Glenferrie Road and Moralla Avenue due to emergency water works.Speed limit reduced to 40km/h.,Traffic Alert,5898,TOORAK ROAD,forward,TOORAK ROAD,,AO,STONNINGTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),16,,0,West,,KOOYONG,59C4,79B7,GLENFERRIE ROAD,KOOYONG,MORALLA ROAD,KOOYONG,27/08/2013 10:57:17,27/08/2013 13:11:32,27/08/2013 13:11:30,27/08/2013 13:11:31,MIDPOINT
1593,ERC013632,7623,ERC013632,Vehicle Collision,inactive,Tatura-Undera Road CLOSED between the Midland Highway and Merrigum-Ardmona Road due to a single vehicle accident.Police on site investigating accident.Emergency services are on site.,Road Closed,5368,TATURA-UNDERA ROAD,forward,TATURA-UNDERA ROAD,C357,AO,SHEPPARTON,NORTH EASTERN,LODDON MALLEE (NORTH WEST),,,0,South,,TATURA,,32E7,MIDLAND HIGHWAY,TATURA,MERRIGUM-ARDMONA ROAD,TATURA,27/08/2013 13:54:51,27/08/2013 15:14:44,27/08/2013 16:14:39,27/08/2013 15:14:44,MIDPOINT
1594,ERC013913,7124,ERC013913,Vehicle Collision,inactive,UPDATE: Bass Highway NOW OPEN between Leongatha South-Outtrim Road to Koonwarra-Inverloch Road after an earlier collision.,Road Closed,2710,BASS HIGHWAY,forward,BASS HIGHWAY,B460,AH,SOUTH GIPPSLAND,EASTERN,GIPPSLAND (EAST),,,106,SouthWest,,LEONGATHA SOUTH,,102G2,ROUGHEADS ROAD,LEONGATHA SOUTH,KOONWARRA-INVERLOCH ROAD,INVERLOCH,05/09/2013 12:17:09,05/09/2013 14:53:31,05/09/2013 15:52:52,05/09/2013 14:53:31,MIDPOINT
1595,ERC013917,7125,ERC013917,Vehicle Collision,inactive,All lanes are now clear near Western Ring  Road and Princes Freeway connection ramp.,Traffic Alert,2900,WESTERN RING ROAD,forward,WESTERN RING ROAD,M80,FW,WYNDHAM,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,118,South,,LAVERTON NORTH,40D11,78E7,PIPE ROAD,LAVERTON NORTH,PIPE ROAD,LAVERTON NORTH,05/09/2013 13:07:14,05/09/2013 14:24:54,05/09/2013 14:53:17,05/09/2013 14:24:53,MIDPOINT
